imgName,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
1.1_Depth-0.png,0.1373615783571629,0.2581479491482114,0.03622305411731763,0.49711524933357465,0.14488228694676603,0.2608681207704793,0.7213045859194049,0.2746348414361839,0.1285094992871898,0.8187063773590708,0.08297397769516729,0.10793118714818795,0.18758275122399048,0.3304428977455104,0.04671558154082733,0.9726075272145773,0.1243255789195225,0.3933333333333334,0.8035714285714286,0.2378048780487805,0.7728204334552549,0.405202620921613,0.21522423904546104,0.2512616412923676,0.2627282190013472
1.2_Depth-0.png,0.2618622091393327,0.40844954529544,0.6673866019882295,0.08317571442744218,0.2715705799987824,0.4150773345439557,0.6306866972182523,0.42098565609474903,0.2580591196066451,0.728921711445957,0.11527881040892193,0.23151603314148378,0.33531032766912516,0.4383816221512705,0.22517787633679975,0.9341799339798995,0.2396721338614009,0.3733333333333334,0.3214285714285714,0.38414634146341464,0.37790724450893953,0.7593870736056794,0.3110019953224466,0.7161046961787004,0.30378326344938217
1.3_Depth-0.png,0.2315408606672274,0.3525955098781939,0.614859258900215,0.07676758967476796,0.26237791673551747,0.36368897769763164,0.6682088709841076,0.37384441443690053,0.21915277414099094,0.7870424404760312,0.10360594795539033,0.10366200746315857,0.3008582093624066,0.3502138598846769,0.19230503624244266,0.9493616068012938,0.03622457573425297,0.11333333333333329,0.375,0.12804878048780488,0.44817060216248694,0.7667402240556436,0.04019124508143437,0.607045830073422,0.2954980960852775
1.4_Depth-0.png,0.38594231847490884,0.7293521912340644,0.9821348551181446,0.08419352947759404,0.35229555673447377,0.731647449671675,0.17915560919541595,0.739011936954784,0.4377745774053708,0.48254547425273353,0.22776951672862455,0.5431029030421859,0.4679909398176667,0.6912386951688038,0.22436662047372102,0.9945596153143446,0.32522319867870497,0.33999999999999997,0.2857142857142856,0.36585365853658536,0.330867540350271,0.7541354058679062,0.29260893844085634,0.635698503096518,0.36325339474231627
1.5_Depth-0.png,0.23638561816652653,0.37459435975197297,0.5933370590525292,0.0847664174132404,0.2569336336675856,0.38036730100153393,0.26772049820610977,0.38081681999166095,0.24135899450117831,0.6922538767418982,0.14237918215613382,0.21007526405666938,0.30642317645393424,0.4303777034787605,0.19127481471315289,0.955732981521479,0.1875352751456312,0.36,0.5535714285714286,0.29268292682926833,0.5243483624959808,0.5114890483116767,0.2555067705240455,0.5406989902460095,0.3212769752952574
10.1_Depth-0.png,0.23459840201850296,0.2310936108320204,0.4203017580283228,0.10926721305192719,0.22740752980875434,0.2366764622406201,0.8066106504234718,0.23979452936851675,0.19611736638445199,0.9371469642118937,0.08929368029739776,0.10970210612864462,0.30437300489531816,0.22166802463376445,0.2609260861938246,0.8562442186319692,0.16196859656552398,0.30666666666666675,0.3928571428571428,0.2987804878048781,0.4589739590255688,0.7468544413075393,0.2231972594305828,0.653108894391815,0.30344490539889307
10.2_Depth-0.png,0.28748773479114104,0.3412671109416028,0.09750476218448473,0.5351238253890671,0.2895645443239435,0.3544835916456085,0.5457289176694757,0.3570719430592678,0.25177475197113847,0.8834022466380484,0.13349442379182155,0.22120675479096835,0.36375692834316564,0.3765594695048339,0.22818961784296699,0.941386136644407,0.15262099841809876,0.30666666666666675,0.7678571428571428,0.17073170731707318,0.5567108506792435,0.10065179691547238,0.19472730838269198,0.13115643631711948,0.4086053862196977
10.3_Depth-0.png,0.2227799971965237,0.3608547680230876,0.6159759295595817,0.06315466439370807,0.2438099545150153,0.36713447736751703,0.2589036969416305,0.36819510746699213,0.21981466934334176,0.7390121163408314,0.0958364312267658,0.27183606350009487,0.29073485953200406,0.39005694713961014,0.16150612954737475,0.9671054382525592,0.21261716126287494,0.3933333333333334,0.4285714285714286,0.36585365853658536,0.45211603197543426,0.6566928061105608,0.30864278813669677,0.5518017053185851,0.29145762045396434
10.4_Depth-0.png,0.20260372862349313,0.27039893586642316,0.5166293599225834,0.062055860674215674,0.1910804205839124,0.262920665738837,0.5371596071944176,0.26869059987733046,0.18491606296005353,0.8336166053814846,0.07758364312267657,0.271203592435646,0.2671173379321117,0.285731358342071,0.17702121438670493,0.9252188708807636,0.12638224566716735,0.31333333333333335,0.7857142857142856,0.17073170731707318,0.5890513226645668,0.1188925003117785,0.19172586243060236,0.2567021417879843,0.30739008018284947
10.5_Depth-0.png,0.16151527894589285,0.2895807863431902,0.5336404784284733,0.0560836004741507,0.16191958811302537,0.29493473442950646,0.5800847721508169,0.2905335108194562,0.1654301591457915,0.7240508407842885,0.12029739776951673,0.3171842388210739,0.21762507195712022,0.301400672099173,0.11578071148332214,0.9637946966052913,0.007132990268417148,0.16000000000000003,0.7321428571428572,0.048780487804878064,0.6766580766192212,0.3910119063617799,0.01856819587418653,0.16809301443353786,0.281350525125688
