weight,imgName,area,perimeter,min_rect_width,min_rect_high,approx_area,approx_perimeter,extent,hull_perimeter,hull_area,solidity,max_defect_dist,sum_defect_dist,equi_diameter,ellipse_long,ellipse_short,eccentricity,volume,maxHeight,minHeight,max2min,meanHeight,mean2min,mean2max,stdHeight,heightSum
1.63,161.2_Depth-0.png,32730.5,851.5950148105621,158.29698181152344,326.3031616210937,31310.0,776.3412208557129,0.556641156462585,775.2907260656357,34549.0,0.9473646125792352,5224,22230,204.1415364862189,305.2572021484375,142.2407989501953,0.9787637430248692,1315546.0,142,93,49,103.75144004732697,10.751440047326966,38.24855995267304,4.334177006400847,3332185
1.78,156.5_Depth-0.png,44791.5,1066.2813061475754,162.0,442.0,43212.0,986.0891227722168,0.6203035632677367,993.4482914209366,48711.0,0.9195356285028022,4453,18396,238.81019464839653,414.1855163574219,144.219482421875,0.9917977879005052,3481668.0,176,87,89,104.67624256837098,17.67624256837098,71.32375743162902,5.003571533750701,4401636
1.47,175.2_Depth-0.png,50016.0,1201.6610285043716,470.4810485839844,196.21304321289065,48318.0,1086.770269393921,0.4205428311976592,1073.501271367073,58531.0,0.8545215355965216,8404,30819,252.3536190932753,464.7018127441406,182.86251831054688,0.9834500482565848,2371715.0,143,86,57,96.41945503317802,10.419455033178023,46.580544966821975,3.288601639255735,4780573
1.66,173.3_Depth-0.png,35991.5,950.9331070184708,154.24020385742188,381.7153625488281,35905.0,875.3585586547852,0.4386211855318319,874.8708077669144,40168.0,0.8960241983668592,4451,19008,214.0696173545784,352.8997802734375,141.95010375976562,0.9886705951173776,1332434.0,144,98,46,108.05551034153734,10.055510341537342,35.94448965846266,3.1561224785414908,3850342
1.93,113.4_Depth-0.png,49757.0,1106.974738240242,429.2325744628906,202.4745178222656,49772.5,1002.3226470947266,0.5170095594347465,1000.9235464334488,55655.5,0.894017662225656,6168,26297,251.69938424117663,385.4898071289063,183.45204162597656,0.97414940073058,2549927.0,146,79,67,97.43717190922996,18.437171909229946,48.56282809077005,5.444214563661817,4714595
1.37,158.5_Depth-0.png,29229.0,771.4701234102249,141.28135681152344,306.0021057128906,28743.0,714.4824161529541,0.6679692856163444,719.6971740722656,30797.0,0.949085949930188,2955,14174,192.91324125902835,285.029052734375,136.70736694335938,0.975514251352132,1222997.0,143,92,51,105.17376302778074,13.173763027780735,37.82623697221926,5.267929572103293,2956750
1.3,169.1_Depth-0.png,40758.5,1101.879284620285,466.7941284179688,151.0728302001953,37351.5,1006.9027786254884,0.5608324733402132,1017.2326402664183,45240.0,0.9009394341290892,4524,20569,227.80547399939303,423.9158630371094,133.27691650390625,0.9948509033222204,1703135.5,145,98,47,105.848606078905,7.848606078904993,39.15139392109501,2.91309331993319,4206847
1.05,166.1_Depth-0.png,29522.0,912.9503537416458,128.74957275390625,384.9705810546875,29320.0,844.0213432312012,0.4418402777777778,839.9291937351227,32902.5,0.8972570473368285,3801,16246,193.8777394124232,342.2327880859375,122.01306915283205,0.9914099842049798,1761899.0,172,96,76,113.24357091629383,17.243570916293848,58.75642908370615,5.2526966188078825,3315885
1.41,124.3_Depth-0.png,34341.0,904.9503527879716,155.52085876464844,365.5928649902344,33381.0,823.4000453948975,0.4743887277248239,828.3001147508621,37445.0,0.9171050874616103,3641,19039,209.103608782226,326.8067932128906,144.10362243652344,0.983391280468575,1204219.0,140,101,39,106.94527377949252,5.94527377949251,33.05472622050749,2.7919238075642268,3603521
1.77,61.6_Depth-0.png,46662.0,1120.6315923929214,175.1099395751953,458.6795654296875,46816.5,1031.793300628662,0.4413483911242268,1027.3216819763184,52871.5,0.8825548736086549,5563,21771,243.7455715216836,414.0477294921875,165.34503173828125,0.9866980844399597,2250861.0,140,78,62,95.36557607073654,17.365576070736537,44.63442392926346,6.690045443936612,4281819
1.64,163..1_Depth-0.png,47734.0,1225.68541431427,504.2452392578125,173.69369506835938,47976.5,1121.339956283569,0.3698074032755388,1112.7683602571487,56530.5,0.8443937343557902,6837,26851,246.52954473731597,499.2082214355469,158.6038360595703,0.9919460628236,919423.0,115,87,28,96.74387145941826,9.743871459418258,18.25612854058174,3.8211755230987383,4569987
1.09,35.3_Depth-0.png,41435.0,1071.234622836113,445.0989685058594,157.92413330078125,40528.5,979.3568534851074,0.4680017168157586,982.9422688484192,45607.5,0.908512854245464,4677,19861,229.68822463526828,411.7105102539063,145.77285766601562,0.9926448626015476,1834128.0,137,78,59,94.62106922110864,16.621069221108627,42.37893077889137,7.1873556364941065,3842467
1.3,20.2_Depth-0.png,26405.0,840.9503531455994,135.96017456054688,333.46746826171875,25557.0,769.0612945556641,0.4233198666153648,764.2549796104431,29939.0,0.8819599853034503,4945,20165,183.35727468178607,301.66619873046875,127.0040283203125,0.9828051405541972,1225522.0,152,84,68,107.10864387245486,23.108643872454863,44.89135612754514,8.340687444268443,2788038
1.64,123.1_Depth-0.png,38061.5,986.967597603798,387.4641418457031,171.3297576904297,36684.5,908.6584091186523,0.4903821377035662,909.4659818410872,42938.5,0.8864189480303224,5967,22322,220.1395169703463,432.8246154785156,160.33056640625,0.9781280077594888,2708038.0,174,89,85,103.20484564076877,14.204845640768768,70.79515435923123,4.207850005727093,3914663
1.66,173.1_Depth-0.png,33383.5,886.1635543107986,346.9056396484375,149.15090942382812,32494.5,805.8970336914062,0.5029301877127964,806.8972511291504,36961.0,0.9032087876410272,4468,19860,206.16787417458207,327.0222473144531,140.98716735839844,0.9827161254518718,2151381.5,177,104,73,113.5985125615987,9.598512561598696,63.4014874384013,3.779107476450048,3757498
1.46,196.4_Depth-0.png,38100.0,879.4945086240768,171.4774932861328,315.55841064453125,37571.0,785.5894088745117,0.668245198631939,788.9980554580688,39856.5,0.9559293967106997,3445,22043,220.25082668269303,304.70654296875,164.76040649414062,0.9557597214856424,1947813.0,144,74,70,95.48007339251504,21.48007339251504,48.51992660748496,9.107743251472009,3538587
1.38,18.9_Depth-0.png,26411.5,876.2813055515289,134.27085876464844,361.1795654296875,26113.0,807.5374221801758,0.468954190340909,804.0115836858749,30056.0,0.878743013042321,4313,16934,183.3798414105889,325.8619384765625,119.72179412841795,0.9897563807575046,1265825.5,151,83,68,104.9950246837396,21.995024683739587,46.00497531626041,9.220143402393422,2722311
1.26,78.4_Depth-0.png,29386.0,722.5828199386597,230.9123992919922,179.389892578125,28720.5,669.2664012908936,0.669354471322491,672.6755211353302,30355.5,0.9680618009915832,2545,11942,193.43065233201148,250.34727478027344,151.65109252929688,0.9254834493674536,2760967.0,175,75,100,97.78620406487374,22.786204064873743,77.21379593512626,8.539934243675322,2381583
1.97,179.3_Depth-0.png,42862.5,941.335127711296,207.023681640625,330.9442443847656,41978.5,865.8401718139648,0.6080045959402528,866.8894439935684,46035.5,0.931074931303016,6365,20830,233.61127966391288,323.12091064453125,172.1924285888672,0.9486254444631056,1829761.0,144,90,54,103.00880064522252,13.008800645222507,40.99119935477749,4.405456787401332,4342439
1.71,97.4_Depth-0.png,29595.5,800.0559093952179,132.0,328.0,29680.5,744.279369354248,0.6763603537719679,745.5263330936432,31020.5,0.954062635998775,2647,12600,194.11893505325412,300.0752258300781,125.57382202148438,0.981206947543656,1221316.5,147,92,55,107.2055226283874,15.2055226283874,39.7944773716126,4.707804171323759,3129222
1.83,157.3_Depth-0.png,42149.5,1008.2468153238297,386.4192504882813,181.3025360107422,42370.5,919.241813659668,0.4950843356511933,911.4067282676696,47664.5,0.8842954400025176,6433,27139,231.660117825263,346.9226989746094,171.8082733154297,0.9716577870062072,1526355.0,142,98,44,106.5823831719852,8.582383171985185,35.417616828014815,2.830255429555449,4458874
1.25,31.6_Depth-0.png,46455.5,1192.8153584003448,216.73489379882807,405.6224670410156,47869.5,1090.1275596618652,0.3920295358649789,1051.8956524133682,65554.5,0.7086546308796497,16973,32490,243.20563248092003,404.0213012695313,211.34359741210935,0.9849079229671648,7661207.5,255,75,180,91.46621060453732,16.46621060453731,163.5337893954627,7.877141397349757,4184945
1.78,171.5_Depth-0.png,34282.5,826.2224309444427,158.18031311035156,307.1922302246094,33773.0,757.8333892822266,0.5859655419956927,757.4216704368591,36316.5,0.9439924001486928,4973,19024,208.9254285442134,299.1490783691406,152.85313415527344,0.9619410654721956,1151033.5,129,79,50,99.51356695260692,20.51356695260692,29.48643304739308,8.077359228271776,3271409
1.06,63.4_Depth-0.png,23585.5,702.6000657081604,127.0,282.0,23174.0,649.8366203308105,0.6511014796819788,655.520311832428,24398.0,0.9666980900073776,1510,13871,173.29163650433676,261.1392517089844,117.91163635253906,0.9785673104297468,563656.0,128,92,36,106.73772986132244,14.737729861322435,21.262270138677565,5.780764476823296,2455288
1.59,52.4_Depth-0.png,30573.0,814.3818103075027,165.34230041503906,301.0748291015625,29909.5,747.7737579345703,0.5749398224763052,748.7892241477966,33063.0,0.9246892296524816,3916,17811,197.29863811285705,289.0976867675781,147.4945831298828,0.964932759120234,1356535.0,144,87,57,101.81084965572563,14.810849655725647,42.18915034427435,5.75866274501247,3045977
1.57,93.5_Depth-0.png,40598.0,1028.8082169294355,192.81362915039065,361.353271484375,40664.0,953.3758659362792,0.4658084354490798,919.229638338089,51484.5,0.7885480095951208,15630,28000,227.35650207803192,357.4886474609375,187.4970703125,0.963248592240316,3111306.0,172,80,92,100.0090411241992,20.00904112419921,71.99095887580079,7.034005825432966,3871550
1.17,101.3_Depth-0.png,34521.0,902.2396759986876,377.99993896484375,143.99996948242188,34342.0,834.2445602416992,0.6281685015012283,839.7214032411575,36304.5,0.9508738586125688,1956,13708,209.6509058501836,344.9037780761719,134.30706787109375,0.9845333189680968,2435624.0,176,101,75,108.70429433195964,7.70429433195963,67.29570566804037,4.1648090793546455,3640072
